Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Minor,,Geeky Tahm,"Justice League
Velociraptors
Dire Wolves
MUTO
Aphrodite
Neon
Mozza Marauders
Havoc
Snuggies
Taipans
Bombermen
Polar Ice
Greed
Dynamite
Hammerheads
Jupiter
Vikings
Ocelots
Wings
Silver Foxes
Wind
Shih Tzus
Blizzards","The Comic Crusaders
Dino Park
Polar Vortex
Kaiju
Olympus
Group Zero
Italian Battalion
North American Soccar Club
As Seen on TV!
The Serpents
8-Bit Brigade
Minty Fresh
Inferno
Fallout Shelter
Shark Attack
Milky Way
The Sovereign
The Jungle
Fifty-Fifty Pizzeria
The Forest
The Elements
Puppy Paradise
Storm",Solar,67.2,565.0,41.0,0.532,0.537,22.0,19.0,14024.0,8420.0,5604.0,41.0,26.0,39.0,107.0,38.30%,368.7,221.4,147.3,1.08,0.68,1.03,2.81,342.0,205.4,136.7,1.0,0.63,0.95,2.61,103.0,95.0,2.71,2.5,2.51,2.32
Minor,RSC003320,Jojomojo13,"MUTO
Ocelots
Polar Ice
Wind
Velociraptors
Greed
Havoc
Jupiter
Dynamite
Justice League
Polar Bears","Kaiju
The Jungle
Minty Fresh
The Elements
Dino Park
Inferno
North American Soccar Club
Milky Way
Fallout Shelter
The Comic Crusaders
The Bear Den",Lunar,66.5,218.0,15.0,0.749,0.733,11.0,4.0,5118.0,3140.0,1978.0,15.0,14.0,10.0,44.0,34.10%,348.7,213.9,134.8,1.02,0.95,0.68,3.0,341.2,209.3,131.9,1.0,0.93,0.67,2.93,48.0,24.0,3.27,1.64,3.2,1.6
Minor,RSC001021,Sef_Assasin666,"Greed
Velociraptors
MUTO
Dire Wolves
Gravity
Vikings
Neon
Mozza Marauders
Havoc
Justice League
Hammerheads
Taipans
Bombermen
Ocelots
Polar Ice
Fangtooths
Silver Foxes
Snuggies
Shih Tzus
Jupiter
Blizzards
Wind","Inferno
Dino Park
Kaiju
Polar Vortex
The Cosmos
The Sovereign
Group Zero
Italian Battalion
North American Soccar Club
The Comic Crusaders
Shark Attack
The Serpents
8-Bit Brigade
The Jungle
Minty Fresh
The Abyss
The Forest
As Seen on TV!
Puppy Paradise
Milky Way
Storm
The Elements",Solar,66.2,436.0,31.0,0.495,0.516,16.0,15.0,10892.0,6040.0,4852.0,21.0,24.0,41.0,69.0,30.40%,371.1,205.8,165.3,0.72,0.82,1.4,2.35,351.4,194.8,156.5,0.68,0.77,1.32,2.23,76.0,77.0,2.59,2.62,2.45,2.48
Minor,RSC000151,Bdbr,"Neon
Havoc
Dynamite
Wings
MUTO
Ocelots
Dire Wolves
Hammerheads
Vikings
Velociraptors
Fluffy Omelettes
Polar Bears
Orangutans
Justice League
Polar Ice
Shih Tzus
Blizzards
Gravity
Wasps
Fangtooths
Wind
Aphrodite","Group Zero
North American Soccar Club
Fallout Shelter
Fifty-Fifty Pizzeria
Kaiju
The Jungle
Polar Vortex
Shark Attack
The Sovereign
Dino Park
The Cat Cafe
The Bear Den
Planet of the Apes
The Comic Crusaders
Minty Fresh
Puppy Paradise
Storm
The Cosmos
The Swarm
The Abyss
The Elements
Olympus",Lunar,66.1,602.0,38.0,0.5,0.474,18.0,20.0,14616.0,9140.0,5476.0,47.0,26.0,38.0,124.0,37.90%,360.6,225.5,135.1,1.16,0.64,0.94,3.06,384.6,240.5,144.1,1.24,0.68,1.0,3.26,103.0,103.0,2.54,2.54,2.71,2.71
Minor,RSC002399,Mattyice,"Dire Wolves
Vikings
Velociraptors
Gravity
Fangtooths
Dread
Mozza Marauders
Blizzards
Wings
Surge
Polar Bears
Orangutans","Polar Vortex
The Sovereign
Dino Park
The Cosmos
The Abyss
The Shadows
Italian Battalion
Storm
Fifty-Fifty Pizzeria
Electric Mayhem
The Bear Den
Planet of the Apes",Lunar,66.0,191.0,13.0,0.475,0.462,6.0,7.0,4867.0,2860.0,2007.0,14.0,5.0,17.0,36.0,38.90%,378.5,222.4,156.1,1.09,0.39,1.32,2.8,374.4,220.0,154.4,1.08,0.38,1.31,2.77,30.0,32.0,2.33,2.49,2.31,2.46
Minor,RSC000713,Totoro,"Fluffy Omelettes
Wasps","The Cat Cafe
The Swarm",Solar,65.9,27.0,2.0,0.304,0.5,1.0,1.0,744.0,420.0,324.0,2.0,2.0,2.0,2.0,100.00%,409.3,231.0,178.2,1.1,1.1,1.1,1.1,372.0,210.0,162.0,1.0,1.0,1.0,1.0,5.0,8.0,2.75,4.4,2.5,4.0
Minor,RSC002956,Ofodo,"Silver Foxes
Shih Tzus
Snuggies
Taipans
Vikings
Wasps
Blizzards
Havoc
Wind
Dread","The Forest
Puppy Paradise
As Seen on TV!
The Serpents
The Sovereign
The Swarm
Storm
North American Soccar Club
The Elements
The Shadows",Solar,65.8,204.0,14.0,0.513,0.571,8.0,6.0,4943.0,2840.0,2103.0,10.0,9.0,20.0,39.0,25.60%,359.9,206.8,153.1,0.73,0.66,1.46,2.84,353.1,202.9,150.2,0.71,0.64,1.43,2.79,31.0,30.0,2.26,2.18,2.21,2.14
Minor,RSC004265,Generaltwi,"Dynamite
Polar Ice
Wings
Surge
Wind
Ocelots
Aphrodite
Drift
Jupiter
Dread","Fallout Shelter
Minty Fresh
Fifty-Fifty Pizzeria
Electric Mayhem
The Elements
The Jungle
Olympus
The Soundtrack
Milky Way
The Shadows",Solar,65.6,155.0,12.0,0.486,0.5,6.0,6.0,4059.0,2250.0,1809.0,12.0,5.0,11.0,25.0,48.00%,389.0,215.6,173.4,1.15,0.48,1.05,2.4,338.3,187.5,150.8,1.0,0.42,0.92,2.08,28.0,29.0,2.68,2.78,2.33,2.42
Minor,RSC000136,Blun,"MUTO
Orangutans
Surge
Ocelots
Neon
Dynamite
Polar Ice
Aphrodite
Blizzards
Wings
Greed
Velociraptors
Drift
Hammerheads
Taipans
Wasps
Jupiter
Dread
Dire Wolves
Mozza Marauders","Kaiju
Planet of the Apes
Electric Mayhem
The Jungle
Group Zero
Fallout Shelter
Minty Fresh
Olympus
Storm
Fifty-Fifty Pizzeria
Inferno
Dino Park
The Soundtrack
Shark Attack
The Serpents
The Swarm
Milky Way
The Shadows
Polar Vortex
Italian Battalion",Lunar,65.5,552.0,38.0,0.521,0.5,19.0,19.0,13323.0,7770.0,5553.0,33.0,26.0,42.0,107.0,30.80%,358.5,209.1,149.4,0.89,0.7,1.13,2.88,350.6,204.5,146.1,0.87,0.68,1.11,2.82,97.0,92.0,2.61,2.48,2.55,2.42
Minor,RSC000171,Blindeyez,"Greed
Dire Wolves
Hammerheads
Ocelots
Aphrodite
Fluffy Omelettes
Wind
Dynamite
Jupiter
Wasps
Velociraptors
Gravity
Snuggies
Justice League
Fangtooths
Havoc
Shih Tzus
Polar Bears
Neon
Mozza Marauders
Silver Foxes
Polar Ice
Wings","Inferno
Polar Vortex
Shark Attack
The Jungle
Olympus
The Cat Cafe
The Elements
Fallout Shelter
Milky Way
The Swarm
Dino Park
The Cosmos
As Seen on TV!
The Comic Crusaders
The Abyss
North American Soccar Club
Puppy Paradise
The Bear Den
Group Zero
Italian Battalion
The Forest
Minty Fresh
Fifty-Fifty Pizzeria",Solar,65.1,538.0,39.0,0.474,0.462,18.0,21.0,13597.0,7600.0,5997.0,34.0,14.0,50.0,100.0,34.00%,375.4,209.8,165.6,0.94,0.39,1.38,2.76,348.6,194.9,153.8,0.87,0.36,1.28,2.56,88.0,94.0,2.43,2.6,2.26,2.41
Minor,,Perkls,"Mozza Marauders
Snuggies
Dread
Fluffy Omelettes
Polar Ice
Drift
Velociraptors
Ocelots
Polar Bears
Wind
Wings
Greed
Vikings
Orangutans
Jupiter
Dynamite
Blizzards
Neon
Wasps","Italian Battalion
As Seen on TV!
The Shadows
The Cat Cafe
Minty Fresh
The Soundtrack
Dino Park
The Jungle
The Bear Den
The Elements
Fifty-Fifty Pizzeria
Inferno
The Sovereign
Planet of the Apes
Milky Way
Fallout Shelter
Storm
Group Zero
The Swarm",Lunar,65.1,413.0,28.0,0.606,0.5,14.0,14.0,10119.0,5670.0,4449.0,22.0,21.0,34.0,72.0,30.60%,363.9,203.9,160.0,0.79,0.76,1.22,2.59,361.4,202.5,158.9,0.79,0.75,1.21,2.57,69.0,52.0,2.48,1.87,2.46,1.86
Minor,RSC002780,Lickadoss77,"Havoc
MUTO
Jupiter
Hammerheads
Ocelots
Dynamite
Orangutans","North American Soccar Club
Kaiju
Milky Way
Shark Attack
The Jungle
Fallout Shelter
Planet of the Apes",Solar,65.1,95.0,7.0,0.5,0.571,4.0,3.0,2337.0,1350.0,987.0,6.0,2.0,9.0,20.0,30.00%,365.4,211.1,154.3,0.94,0.31,1.41,3.13,333.9,192.9,141.0,0.86,0.29,1.29,2.86,14.0,14.0,2.19,2.19,2.0,2.0
Minor,RSC004045,Aephis47,"Drift
Aphrodite
Wind
Greed
Wasps
Mozza Marauders
Shih Tzus
Neon","The Soundtrack
Olympus
The Elements
Inferno
The Swarm
Italian Battalion
Puppy Paradise
Group Zero",Solar,65.0,182.0,12.0,0.683,0.667,8.0,4.0,4258.0,2300.0,1958.0,9.0,11.0,10.0,35.0,25.70%,347.5,187.7,159.8,0.73,0.9,0.82,2.86,354.8,191.7,163.2,0.75,0.92,0.83,2.92,43.0,27.0,3.51,2.2,3.58,2.25
Minor,RSC004242,Onyx On Myspace,"Wings
Surge
Polar Bears
Orangutans","Fifty-Fifty Pizzeria
Electric Mayhem
The Bear Den
Planet of the Apes",Lunar,63.9,74.0,4.0,0.447,0.5,2.0,2.0,1916.0,1420.0,496.0,7.0,3.0,9.0,12.0,58.30%,384.6,285.0,99.6,1.41,0.6,1.81,2.41,479.0,355.0,124.0,1.75,0.75,2.25,3.0,15.0,17.0,3.01,3.41,3.75,4.25
Minor,RSC000744,Risenwolfchamp,"Orangutans
Gravity
Fluffy Omelettes
Havoc
Shih Tzus
Neon
Drift
Polar Bears","Planet of the Apes
The Cosmos
The Cat Cafe
North American Soccar Club
Puppy Paradise
Group Zero
The Soundtrack
The Bear Den",Solar,63.3,116.0,8.0,0.382,0.25,2.0,6.0,2698.0,1610.0,1088.0,7.0,4.0,9.0,26.0,26.90%,345.5,206.2,139.3,0.9,0.51,1.15,3.33,337.3,201.3,136.0,0.88,0.5,1.13,3.25,17.0,23.0,2.18,2.95,2.13,2.88
Minor,RSC002415,Goumfrugla,"Blizzards
Fangtooths
Shih Tzus
Silver Foxes
Havoc
Wind
Gravity
MUTO
Justice League
Jupiter
Hammerheads
Dread
Mozza Marauders
Polar Bears
Bombermen
Vikings
Surge
Wasps
Dynamite
Taipans","Storm
The Abyss
Puppy Paradise
The Forest
North American Soccar Club
The Elements
The Cosmos
Kaiju
The Comic Crusaders
Milky Way
Shark Attack
The Shadows
Italian Battalion
The Bear Den
8-Bit Brigade
The Sovereign
Electric Mayhem
The Swarm
Fallout Shelter
The Serpents",Lunar,63.2,582.0,38.0,0.589,0.632,24.0,14.0,14447.0,8360.0,6087.0,33.0,22.0,59.0,101.0,32.70%,368.7,213.4,155.3,0.84,0.56,1.51,2.58,380.2,220.0,160.2,0.87,0.58,1.55,2.66,101.0,80.0,2.58,2.04,2.66,2.11
Minor,RSC003726,Made By Miraj,"Havoc
Orangutans","North American Soccar Club
Planet of the Apes",Lunar,62.3,30.0,2.0,0.655,1.0,2.0,0.0,829.0,480.0,349.0,2.0,1.0,4.0,3.0,66.70%,410.4,237.7,172.8,0.99,0.5,1.98,1.49,414.5,240.0,174.5,1.0,0.5,2.0,1.5,6.0,4.0,2.97,1.98,3.0,2.0
Minor,RSC002797,Mini,"Aphrodite
Dread
Dire Wolves
Wind
Blizzards
Snuggies
Drift
Wings
Shih Tzus
Polar Ice
Ocelots
Vikings
Dynamite","Olympus
The Shadows
Polar Vortex
The Elements
Storm
As Seen on TV!
The Soundtrack
Fifty-Fifty Pizzeria
Puppy Paradise
Minty Fresh
The Jungle
The Sovereign
Fallout Shelter",Solar,61.9,224.0,15.0,0.604,0.667,10.0,5.0,5579.0,3340.0,2239.0,13.0,7.0,26.0,39.0,33.30%,369.9,221.5,148.5,0.86,0.46,1.72,2.59,371.9,222.7,149.3,0.87,0.47,1.73,2.6,37.0,28.0,2.45,1.86,2.47,1.87
Minor,RSC003906,G0Ld3N,"Drift
Blizzards
Aphrodite
Wind
Greed
Wasps
Mozza Marauders
Shih Tzus
Neon","The Soundtrack
Storm
Olympus
The Elements
Inferno
The Swarm
Italian Battalion
Puppy Paradise
Group Zero",Solar,61.5,176.0,12.0,0.677,0.583,7.0,5.0,4193.0,2630.0,1563.0,13.0,9.0,11.0,33.0,39.40%,353.9,222.0,131.9,1.1,0.76,0.93,2.78,349.4,219.2,130.3,1.08,0.75,0.92,2.75,38.0,24.0,3.21,2.03,3.17,2.0
Minor,RSC002731,Gonzo,"Wings
Taipans
Snuggies
Silver Foxes
Wind
Blizzards
Vikings
Dread
Jupiter
Shih Tzus","Fifty-Fifty Pizzeria
The Serpents
As Seen on TV!
The Forest
The Elements
Storm
The Sovereign
The Shadows
Milky Way
Puppy Paradise",Lunar,61.3,176.0,12.0,0.541,0.5,6.0,6.0,4216.0,2520.0,1696.0,11.0,4.0,17.0,37.0,29.70%,355.8,212.7,143.1,0.93,0.34,1.43,3.12,351.3,210.0,141.3,0.92,0.33,1.42,3.08,30.0,27.0,2.53,2.28,2.5,2.25
Minor,RSC002897,Vickyviksta,"Aphrodite
Neon
Wasps
Fluffy Omelettes
Taipans
Dire Wolves
Fangtooths
Hammerheads
Wings
Silver Foxes
Surge
Gravity","Olympus
Group Zero
The Swarm
The Cat Cafe
The Serpents
Polar Vortex
The Abyss
Shark Attack
Fifty-Fifty Pizzeria
The Forest
Electric Mayhem
The Cosmos",Lunar,61.2,218.0,14.0,0.524,0.357,5.0,9.0,5352.0,2970.0,2382.0,8.0,7.0,29.0,37.0,21.60%,364.7,202.4,162.3,0.55,0.48,1.98,2.52,382.3,212.1,170.1,0.57,0.5,2.07,2.64,32.0,30.0,2.18,2.04,2.29,2.14
Minor,RSC001984,Cazzuto,"Polar Bears
Vikings
Greed
Fluffy Omelettes
Ocelots
Blizzards
Dire Wolves
Bombermen
Gravity","The Bear Den
The Sovereign
Inferno
The Cat Cafe
The Jungle
Storm
Polar Vortex
8-Bit Brigade
The Cosmos",Solar,60.8,145.0,10.0,0.486,0.5,5.0,5.0,3523.0,2120.0,1403.0,12.0,6.0,7.0,27.0,44.40%,360.9,217.2,143.7,1.23,0.61,0.72,2.77,352.3,212.0,140.3,1.2,0.6,0.7,2.7,29.0,30.0,2.97,3.07,2.9,3.0
Minor,RSC002320,Joeexotic,"Jupiter
Vikings
Taipans
Surge
Snuggies
Dread
Bombermen
Fangtooths
Blizzards
Wind
Ocelots
Greed
Velociraptors
Wings
Fluffy Omelettes
Mozza Marauders
Havoc
Justice League
Silver Foxes
Dynamite
Neon
Polar Bears","Milky Way
The Sovereign
The Serpents
Electric Mayhem
As Seen on TV!
The Shadows
8-Bit Brigade
The Abyss
Storm
The Elements
The Jungle
Inferno
Dino Park
Fifty-Fifty Pizzeria
The Cat Cafe
Italian Battalion
North American Soccar Club
The Comic Crusaders
The Forest
Fallout Shelter
Group Zero
The Bear Den",Lunar,60.5,561.0,37.0,0.64,0.622,23.0,14.0,13949.0,8320.0,5629.0,31.0,28.0,60.0,82.0,37.80%,369.3,220.3,149.0,0.82,0.74,1.59,2.17,377.0,224.9,152.1,0.84,0.76,1.62,2.22,103.0,71.0,2.73,1.88,2.78,1.92
Minor,RSC000708,Ledbone,"Wind
Wings
MUTO
Surge
Wasps
Snuggies
Havoc
Dynamite
Aphrodite
Gravity
Velociraptors
Vikings
Dire Wolves
Polar Bears
Ocelots
Blizzards
Polar Ice
Hammerheads","The Elements
Fifty-Fifty Pizzeria
Kaiju
Electric Mayhem
The Swarm
As Seen on TV!
North American Soccar Club
Fallout Shelter
Olympus
The Cosmos
Dino Park
The Sovereign
Polar Vortex
The Bear Den
The Jungle
Storm
Minty Fresh
Shark Attack",Solar,60.4,394.0,28.0,0.475,0.464,13.0,15.0,9651.0,5340.0,4311.0,24.0,14.0,31.0,69.0,34.80%,363.8,201.3,162.5,0.9,0.53,1.17,2.6,344.7,190.7,154.0,0.86,0.5,1.11,2.46,61.0,65.0,2.3,2.45,2.18,2.32
Minor,RSC001065,Monsterbuck46,"Polar Ice
Justice League
Drift
Greed
Wasps
Snuggies
Fluffy Omelettes
Shih Tzus","Minty Fresh
The Comic Crusaders
The Soundtrack
Inferno
The Swarm
As Seen on TV!
The Cat Cafe
Puppy Paradise",Solar,60.4,175.0,11.0,0.436,0.455,5.0,6.0,4334.0,2580.0,1754.0,13.0,4.0,15.0,33.0,39.40%,367.8,219.0,148.9,1.1,0.34,1.27,2.8,394.0,234.5,159.5,1.18,0.36,1.36,3.0,29.0,34.0,2.46,2.89,2.64,3.09
Minor,RSC002747,Derrrrr.,"Wasps
Polar Ice
Snuggies
Dire Wolves
Mozza Marauders
Wind
Fluffy Omelettes
Dynamite
Surge
Vikings","The Swarm
Minty Fresh
As Seen on TV!
Polar Vortex
Italian Battalion
The Elements
The Cat Cafe
Fallout Shelter
Electric Mayhem
The Sovereign",Solar,60.2,154.0,10.0,0.37,0.3,3.0,7.0,3897.0,2540.0,1357.0,12.0,6.0,16.0,24.0,50.00%,375.9,245.0,130.9,1.16,0.58,1.54,2.31,389.7,254.0,135.7,1.2,0.6,1.6,2.4,27.0,37.0,2.6,3.57,2.7,3.7
Minor,RSC001955,Witha ^~^,"Wings
Dread
Greed
Jupiter
Ocelots
Blizzards
Dire Wolves
Gravity","Fifty-Fifty Pizzeria
The Shadows
Inferno
Milky Way
The Jungle
Storm
Polar Vortex
The Cosmos",Solar,60.2,147.0,10.0,0.428,0.4,4.0,6.0,3651.0,2300.0,1351.0,10.0,5.0,16.0,25.0,40.00%,368.9,232.4,136.5,1.01,0.51,1.62,2.53,365.1,230.0,135.1,1.0,0.5,1.6,2.5,26.0,31.0,2.63,3.13,2.6,3.1
Minor,RSC002960,King,"Vikings
Jupiter
Velociraptors
Wind
Fangtooths
Polar Bears
Ocelots
Silver Foxes
Bombermen
Surge
Wings
Polar Ice
Gravity
Taipans
Drift
Blizzards
Orangutans
Wasps
Fluffy Omelettes
Justice League
Havoc
Dire Wolves
MUTO
Dread
Hammerheads","The Sovereign
Milky Way
Dino Park
The Elements
The Abyss
The Bear Den
The Jungle
The Forest
8-Bit Brigade
Electric Mayhem
Fifty-Fifty Pizzeria
Minty Fresh
The Cosmos
The Serpents
The Soundtrack
Storm
Planet of the Apes
The Swarm
The Cat Cafe
The Comic Crusaders
North American Soccar Club
Polar Vortex
Kaiju
The Shadows
Shark Attack",Lunar,59.9,683.0,44.0,0.469,0.5,22.0,22.0,15960.0,9640.0,6320.0,39.0,33.0,56.0,129.0,30.20%,347.1,209.6,137.4,0.85,0.72,1.22,2.81,362.7,219.1,143.6,0.89,0.75,1.27,2.93,110.0,119.0,2.39,2.59,2.5,2.7
Minor,RSC002640,Lastdark,"Neon
Bombermen
MUTO
Wings
Velociraptors
Fangtooths
Orangutans
Wind
Surge
Wasps
Ocelots
Polar Ice
Gravity
Dynamite
Justice League
Taipans
Blizzards
Drift
Aphrodite
Vikings
Dread
Hammerheads
Silver Foxes","Group Zero
8-Bit Brigade
Kaiju
Fifty-Fifty Pizzeria
Dino Park
The Abyss
Planet of the Apes
The Elements
Electric Mayhem
The Swarm
The Jungle
Minty Fresh
The Cosmos
Fallout Shelter
The Comic Crusaders
The Serpents
Storm
The Soundtrack
Olympus
The Sovereign
The Shadows
Shark Attack
The Forest",Lunar,59.9,588.0,39.0,0.598,0.641,25.0,14.0,14398.0,8910.0,5488.0,43.0,29.0,44.0,96.0,44.80%,363.7,225.1,138.6,1.09,0.73,1.11,2.43,369.2,228.5,140.7,1.1,0.74,1.13,2.46,113.0,88.0,2.85,2.22,2.9,2.26
Minor,RSC004211,Lynchmeister,"Fangtooths
Bombermen
Wasps
Gravity
Aphrodite
Vikings
Taipans
Neon
Dread
Blizzards
Justice League
Polar Bears","The Abyss
8-Bit Brigade
The Swarm
The Cosmos
Olympus
The Sovereign
The Serpents
Group Zero
The Shadows
Storm
The Comic Crusaders
The Bear Den",Lunar,59.8,221.0,15.0,0.59,0.533,8.0,7.0,5185.0,3030.0,2155.0,16.0,6.0,13.0,48.0,33.30%,348.5,203.6,144.8,1.08,0.4,0.87,3.23,345.7,202.0,143.7,1.07,0.4,0.87,3.2,38.0,30.0,2.55,2.02,2.53,2.0
Minor,RSC004124,Bails,"Dynamite
Blizzards
Drift
Shih Tzus
Silver Foxes
Wind
Jupiter
Hammerheads
Fluffy Omelettes
Dread
Justice League
Mozza Marauders
Fangtooths
Bombermen
Vikings
Havoc
Dire Wolves
Surge
Wasps
Wings
Taipans","Fallout Shelter
Storm
The Soundtrack
Puppy Paradise
The Forest
The Elements
Milky Way
Shark Attack
The Cat Cafe
The Shadows
The Comic Crusaders
Italian Battalion
The Abyss
8-Bit Brigade
The Sovereign
North American Soccar Club
Polar Vortex
Electric Mayhem
The Swarm
Fifty-Fifty Pizzeria
The Serpents",Lunar,58.5,618.0,40.0,0.52,0.525,21.0,19.0,14630.0,8330.0,6300.0,38.0,26.0,42.0,113.0,33.60%,351.6,200.2,151.4,0.91,0.62,1.01,2.72,365.8,208.3,157.5,0.95,0.65,1.05,2.83,99.0,94.0,2.38,2.26,2.48,2.35
Minor,RSC004165,.Tor.,"Snuggies
Taipans
Hammerheads
Gravity
Aphrodite
Drift
Greed
Neon
MUTO
Fluffy Omelettes
Shih Tzus","As Seen on TV!
The Serpents
Shark Attack
The Cosmos
Olympus
The Soundtrack
Inferno
Group Zero
Kaiju
The Cat Cafe
Puppy Paradise",Solar,58.3,226.0,14.0,0.381,0.5,7.0,7.0,5317.0,2830.0,2487.0,9.0,11.0,20.0,38.0,23.70%,349.4,186.0,163.5,0.59,0.72,1.31,2.5,379.8,202.1,177.6,0.64,0.79,1.43,2.71,34.0,46.0,2.23,3.02,2.43,3.29
Minor,RSC000828,Mattviaairwaves,"Fangtooths
Wasps
Taipans
Dire Wolves
Snuggies
Shih Tzus
Justice League
Havoc
Fluffy Omelettes
Blizzards
Jupiter
Gravity
Aphrodite
Wings
Dread
Polar Bears","The Abyss
The Swarm
The Serpents
Polar Vortex
As Seen on TV!
Puppy Paradise
The Comic Crusaders
North American Soccar Club
The Cat Cafe
Storm
Milky Way
The Cosmos
Olympus
Fifty-Fifty Pizzeria
The Shadows
The Bear Den",Solar,58.2,371.0,25.0,0.656,0.64,16.0,9.0,8725.0,4990.0,3735.0,17.0,22.0,32.0,59.0,28.80%,349.3,199.8,149.5,0.68,0.88,1.28,2.36,349.0,199.6,149.4,0.68,0.88,1.28,2.36,67.0,44.0,2.68,1.76,2.68,1.76
Minor,RSC000290,Jimjam,"MUTO
Polar Ice
Vikings
Dire Wolves
Ocelots
Snuggies
Neon
Orangutans
Dynamite
Dread
Surge
Gravity
Blizzards
Greed
Wasps
Velociraptors
Drift
Aphrodite
Taipans
Bombermen
Jupiter","Kaiju
Minty Fresh
The Sovereign
Polar Vortex
The Jungle
As Seen on TV!
Group Zero
Planet of the Apes
Fallout Shelter
The Shadows
Electric Mayhem
The Cosmos
Storm
Inferno
The Swarm
Dino Park
The Soundtrack
Olympus
The Serpents
8-Bit Brigade
Milky Way",Solar,58.2,454.0,32.0,0.479,0.5,16.0,16.0,10943.0,6490.0,4453.0,27.0,17.0,43.0,79.0,34.20%,358.0,212.3,145.7,0.88,0.56,1.41,2.58,342.0,202.8,139.2,0.84,0.53,1.34,2.47,75.0,79.0,2.45,2.58,2.34,2.47
Minor,RSC002684,Monkries,"Snuggies
Surge
Ocelots
Polar Ice
Gravity
Silver Foxes
Drift
Polar Bears
Dread
Dire Wolves
Orangutans
Fluffy Omelettes
Wings","As Seen on TV!
Electric Mayhem
The Jungle
Minty Fresh
The Cosmos
The Forest
The Soundtrack
The Bear Den
The Shadows
Polar Vortex
Planet of the Apes
The Cat Cafe
Fifty-Fifty Pizzeria",Lunar,57.9,257.0,17.0,0.49,0.353,6.0,11.0,6121.0,3610.0,2511.0,16.0,6.0,24.0,51.0,31.40%,353.8,208.6,145.1,0.92,0.35,1.39,2.95,360.1,212.4,147.7,0.94,0.35,1.41,3.0,37.0,38.0,2.14,2.2,2.18,2.24
Minor,RSC004194,Legacy,"Wings
Dread
Polar Bears
Gravity
Jupiter
Ocelots
Silver Foxes
Wasps
Velociraptors
Aphrodite
Neon
Bombermen
Mozza Marauders
Polar Ice
Havoc
Fluffy Omelettes
Snuggies
MUTO
Dynamite
Surge","Fifty-Fifty Pizzeria
The Shadows
The Bear Den
The Cosmos
Milky Way
The Jungle
The Forest
The Swarm
Dino Park
Olympus
Group Zero
8-Bit Brigade
Italian Battalion
Minty Fresh
North American Soccar Club
The Cat Cafe
As Seen on TV!
Kaiju
Fallout Shelter
Electric Mayhem",Solar,57.8,537.0,35.0,0.518,0.543,19.0,16.0,12785.0,7620.0,5165.0,35.0,17.0,45.0,102.0,34.30%,353.6,210.8,142.9,0.97,0.47,1.24,2.82,365.3,217.7,147.6,1.0,0.49,1.29,2.91,88.0,84.0,2.43,2.32,2.51,2.4
Minor,RSC002301,Raymondpart1,"Ocelots
Blizzards
Wings
Jupiter
Fluffy Omelettes
Bombermen
Wasps","The Jungle
Storm
Fifty-Fifty Pizzeria
Milky Way
The Cat Cafe
8-Bit Brigade
The Swarm",Solar,57.8,109.0,7.0,0.48,0.571,4.0,3.0,2752.0,1770.0,982.0,10.0,4.0,8.0,17.0,58.80%,375.0,241.2,133.8,1.36,0.55,1.09,2.32,393.1,252.9,140.3,1.43,0.57,1.14,2.43,20.0,21.0,2.73,2.86,2.86,3.0
Minor,RSC003206,R00Sh-E,"Neon
Shih Tzus
Fluffy Omelettes
Wasps
MUTO
Silver Foxes
Dynamite
Polar Ice
Mozza Marauders
Dread
Dire Wolves
Ocelots
Bombermen","Group Zero
Puppy Paradise
The Cat Cafe
The Swarm
Kaiju
The Forest
Fallout Shelter
Minty Fresh
Italian Battalion
The Shadows
Polar Vortex
The Jungle
8-Bit Brigade",Solar,57.4,214.0,14.0,0.614,0.714,10.0,4.0,5162.0,2900.0,2262.0,9.0,12.0,22.0,30.0,30.00%,358.3,201.3,157.0,0.62,0.83,1.53,2.08,368.7,207.1,161.6,0.64,0.86,1.57,2.14,44.0,33.0,3.05,2.29,3.14,2.36
Minor,RSC003142,Fish,"Polar Ice
Wasps
Havoc
Shih Tzus
Greed
Blizzards
Wings
Gravity
Dire Wolves
Dread
Drift
Hammerheads
Wind
Silver Foxes
Snuggies
Bombermen
Mozza Marauders
Justice League
MUTO
Dynamite
Surge","Minty Fresh
The Swarm
North American Soccar Club
Puppy Paradise
Inferno
Storm
Fifty-Fifty Pizzeria
The Cosmos
Polar Vortex
The Shadows
The Soundtrack
Shark Attack
The Elements
The Forest
As Seen on TV!
8-Bit Brigade
Italian Battalion
The Comic Crusaders
Kaiju
Fallout Shelter
Electric Mayhem",Solar,57.2,440.0,32.0,0.495,0.469,15.0,17.0,10805.0,6230.0,4575.0,28.0,18.0,37.0,68.0,41.20%,364.7,210.3,154.4,0.95,0.61,1.25,2.3,337.7,194.7,143.0,0.88,0.56,1.16,2.13,84.0,85.0,2.84,2.87,2.63,2.66
