Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G,opp_S,opp_S/A,opp_S/G,opp_S%
Prospect,RSC006262,Illusionchaos,Crusaders,World Warriors,Lunar,Mountain,55.91,868,54,16.07,0.503,0.500,27,27,13,19825,11720,8105,48,35,74,147,0.327,335.24,198.18,137.06,0.81,0.59,1.25,2.49,367.13,217.04,150.09,0.89,0.65,1.37,2.72,151,147,2.55,2.49,2.80,2.72,414,7.00,7.67,0.36
Prospect,RSC005139,brillo_padd,Diamondback,Venom Lab,Lunar,Mountain,53.78,766,51,15.02,0.465,0.392,20,31,8,17174,9630,7544,50,21,44,138,0.362,329.08,184.53,144.56,0.96,0.40,0.84,2.64,336.75,188.82,147.92,0.98,0.41,0.86,2.71,108,142,2.07,2.72,2.12,2.78,405,7.76,7.94,0.35
Prospect,RSC003737,MeOnDisplay,Honey Badgers,Safari,Solar,Ember,53.08,780,55,14.18,0.542,0.673,37,18,6,17002,9410,7592,45,30,42,131,0.344,319.94,177.07,142.86,0.85,0.56,0.79,2.47,309.13,171.09,138.04,0.82,0.55,0.76,2.38,151,108,2.84,2.03,2.75,1.96,334,6.29,6.07,0.32
Prospect,RSC007423,Valuedsquash465,Prism Proteges,Art Club,Lunar,Ocean,52.77,195,14,13.93,0.547,0.571,8,6,1,4043,2140,1903,9,7,10,39,0.231,304.32,161.08,143.24,0.68,0.53,0.75,2.94,288.79,152.86,135.93,0.64,0.50,0.71,2.79,35,27,2.63,2.03,2.50,1.93,75,5.65,5.36,0.36
Prospect,RSC006898,xihir0,Fairies,Mythical,Solar,Ember,52.70,661,46,14.37,0.512,0.565,26,20,10,15160,8550,6610,46,14,42,115,0.400,336.64,189.86,146.78,1.02,0.31,0.93,2.55,329.57,185.87,143.70,1.00,0.30,0.91,2.50,94,85,2.09,1.89,2.04,1.85,329,7.31,7.15,0.26
Prospect,RSC006569,mulliganisoup,Hostile Takeover,Shell Corp.,Lunar,Mountain,52.46,786,56,14.04,0.506,0.446,25,31,6,17618,9270,8348,31,29,69,127,0.244,329.00,173.11,155.89,0.58,0.54,1.29,2.37,314.61,165.54,149.07,0.55,0.52,1.23,2.27,113,107,2.11,2.00,2.02,1.91,390,7.28,6.96,0.27
Prospect,RSC008543,xTiTax_,Doctors,Grand Fleet,Solar,Cloud,51.40,804,50,16.08,0.475,0.440,22,28,9,18011,10560,7451,45,32,65,121,0.372,328.81,192.78,136.03,0.82,0.58,1.19,2.21,360.22,211.20,149.02,0.90,0.64,1.30,2.42,122,148,2.23,2.70,2.44,2.96,446,8.14,8.92,0.33
Prospect,RSC005816,lXploitl,"Hostile Takeover
Diamondback","Shell Corp.
Venom Lab","Lunar
Lunar","Mountain
Mountain",51.16,426,27,15.78,0.485,0.407,11,16,5,9820,5500,4320,22,11,41,70,0.314,338.35,189.50,148.85,0.76,0.38,1.41,2.41,363.70,203.70,160.00,0.81,0.41,1.52,2.59,67,74,2.31,2.55,2.48,2.74,217,7.48,8.04,0.34
Prospect,RSC008274,MrKankleMeat,Turbulence,Remove Before Flight,Lunar,Ocean,51.06,770,54,14.26,0.481,0.389,21,33,12,17703,9760,7943,33,24,81,121,0.273,337.46,186.05,151.41,0.63,0.46,1.54,2.31,327.83,180.74,147.09,0.61,0.44,1.50,2.24,108,126,2.06,2.40,2.00,2.33,408,7.78,7.56,0.31
Prospect,RSC012424,Eskonor.,"Diamondback
Nibble Nightz","Venom Lab
Pawverse","Lunar
Solar","Mountain
Cloud",50.87,569,41,13.88,0.433,0.244,10,31,3,12543,7000,5543,29,17,45,100,0.290,323.56,180.57,142.99,0.75,0.44,1.16,2.58,305.93,170.73,135.20,0.71,0.41,1.10,2.44,67,111,1.73,2.86,1.63,2.71,321,8.28,7.83,0.35
Prospect,RSC004498,S1r Duck,Honey Badgers,Safari,Solar,Ember,50.75,176,11,16.00,0.507,0.636,7,4,3,3650,2010,1640,7,10,11,26,0.269,304.40,167.63,136.77,0.58,0.83,0.92,2.17,331.82,182.73,149.09,0.64,0.91,1.00,2.36,26,25,2.17,2.08,2.36,2.27,80,6.67,7.27,0.31
Prospect,RSC008188,SludgeMixFuzz,Fairies,Mythical,Solar,Ember,50.12,728,52,14.00,0.527,0.596,31,21,10,16115,8900,7215,30,25,69,120,0.250,324.91,179.44,145.47,0.60,0.50,1.39,2.42,309.90,171.15,138.75,0.58,0.48,1.33,2.31,117,94,2.36,1.90,2.25,1.81,353,7.12,6.79,0.27
Prospect,RSC006369,nate,Piranhas,Tyrants of the Sea,Lunar,Mountain,50.06,520,34,15.29,0.545,0.588,20,14,5,10952,6050,4902,20,26,39,80,0.250,309.14,170.77,138.37,0.56,0.73,1.10,2.26,322.12,177.94,144.18,0.59,0.76,1.15,2.35,96,70,2.71,1.98,2.82,2.06,252,7.11,7.41,0.28
Prospect,RSC007442,willbong,Turbulence,Remove Before Flight,Lunar,Ocean,49.42,591,42,14.07,0.473,0.381,16,26,5,13438,7180,6258,29,17,51,88,0.330,333.74,178.32,155.42,0.72,0.42,1.27,2.19,319.95,170.95,149.00,0.69,0.40,1.21,2.10,80,98,1.99,2.43,1.90,2.33,316,7.85,7.52,0.31
Prospect,RSC007505,Detroeux,"Nibble Nightz
Turbulence","Pawverse
Remove Before Flight","Solar
Lunar","Cloud
Ocean",48.66,541,39,13.87,0.476,0.436,17,22,3,11409,6200,5209,31,16,27,95,0.326,309.54,168.21,141.33,0.84,0.43,0.73,2.58,292.54,158.97,133.56,0.79,0.41,0.69,2.44,83,99,2.25,2.69,2.13,2.54,278,7.54,7.13,0.36
Prospect,RSC004952,Perry The Platypus,"Decuriones
Honey Badgers
Crusaders","The Sovereign
Safari
World Warriors","Solar
Solar
Lunar","Cloud
Ember
Mountain",48.15,146,10,14.60,0.542,0.600,6,4,1,3294,1790,1504,5,6,16,19,0.263,331.16,179.95,151.20,0.50,0.60,1.61,1.91,329.40,179.00,150.40,0.50,0.60,1.60,1.90,27,22,2.71,2.21,2.70,2.20,79,7.94,7.90,0.28
Prospect,RSC012721,D/\MN D/\NIEL,"Gloom
Griffin","The Shadows
Mythspire","Lunar
Solar","Ocean
Cloud",47.84,537,36,14.92,0.480,0.417,15,21,5,11532,6680,4852,29,18,40,88,0.330,315.20,182.58,132.62,0.79,0.49,1.09,2.41,320.33,185.56,134.78,0.81,0.50,1.11,2.44,85,98,2.32,2.68,2.36,2.72,279,7.63,7.75,0.35
Prospect,RSC006822,itsu_desu,"Red Legion
Turbulence","The Rising
Remove Before Flight","Solar
Lunar","Ember
Ocean",47.42,483,32,15.09,0.450,0.344,11,21,2,10551,5700,4851,25,12,36,80,0.313,320.63,173.22,147.42,0.76,0.36,1.09,2.43,329.72,178.13,151.59,0.78,0.38,1.13,2.50,68,96,2.07,2.92,2.13,3.00,266,8.08,8.31,0.36
Prospect,RSC007520,Blitzzzzz.,"Griffin
Gloom","Mythspire
The Shadows","Solar
Lunar","Cloud
Ocean",47.28,740,51,14.51,0.543,0.667,34,17,7,15427,8870,6557,39,32,45,112,0.348,305.99,175.94,130.06,0.77,0.63,0.89,2.22,302.49,173.92,128.57,0.76,0.63,0.88,2.20,141,100,2.80,1.98,2.76,1.96,329,6.53,6.45,0.30
Prospect,RSC007400,ShxdwNyx,Tomcats,Mach Velocity,Solar,Ember,46.84,307,23,13.35,0.364,0.174,4,19,3,7105,3620,3485,10,8,36,42,0.238,339.69,173.07,166.62,0.48,0.38,1.72,2.01,308.91,157.39,151.52,0.43,0.35,1.57,1.83,26,64,1.24,3.06,1.13,2.78,179,8.56,7.78,0.36
Prospect,RSC007376,Xcalibur9659,Nibble Nightz,Pawverse,Solar,Cloud,45.62,417,30,13.90,0.439,0.267,8,22,3,9152,4710,4442,17,16,34,51,0.333,322.14,165.79,156.35,0.60,0.56,1.20,1.80,305.07,157.00,148.07,0.57,0.53,1.13,1.70,57,86,2.01,3.03,1.90,2.87,238,8.38,7.93,0.36
Prospect,RSC004879,DefNotMongo.,Diamondback,Venom Lab,Lunar,Mountain,45.42,190,14,13.57,0.471,0.429,6,8,0,3949,2170,1779,9,8,12,27,0.333,305.07,167.64,137.43,0.70,0.62,0.93,2.09,282.07,155.00,127.07,0.64,0.57,0.86,1.93,29,34,2.24,2.63,2.07,2.43,103,7.96,7.36,0.33
Prospect,RSC008031,timthebigone,Prism Proteges,Art Club,Lunar,Ocean,45.08,627,43,14.58,0.571,0.791,34,9,9,13196,7510,5686,31,18,49,106,0.292,308.91,175.81,133.11,0.73,0.42,1.15,2.48,306.88,174.65,132.23,0.72,0.42,1.14,2.47,124,72,2.90,1.69,2.88,1.67,259,6.06,6.02,0.28
Prospect,RSC012860,Thor MAVERICK,"Hostile Takeover
Gloom
Griffin","Shell Corp.
The Shadows
Mythspire","Lunar
Lunar
Solar","Mountain
Ocean
Cloud",44.91,308,22,14.00,0.430,0.318,7,15,2,6646,3540,3106,16,7,22,49,0.327,316.72,168.70,148.02,0.76,0.33,1.05,2.34,302.09,160.91,141.18,0.73,0.32,1.00,2.23,41,63,1.95,3.00,1.86,2.86,168,8.01,7.64,0.38
Prospect,RSC006439,S E L.,Hawaiian Pizza,Fifty-Fifty Pizzeria,Lunar,Mountain,44.75,522,36,14.50,0.539,0.611,22,14,6,10974,6420,4554,32,16,32,82,0.390,308.57,180.52,128.05,0.90,0.45,0.90,2.31,304.83,178.33,126.50,0.89,0.44,0.89,2.28,95,72,2.67,2.02,2.64,2.00,238,6.69,6.61,0.30
Prospect,RSC001619,Rob,Doctors,Grand Fleet,Solar,Cloud,44.21,649,42,15.45,0.475,0.429,18,24,5,13981,8350,5631,30,25,64,90,0.333,316.20,188.84,127.35,0.68,0.57,1.45,2.04,332.88,198.81,134.07,0.71,0.60,1.52,2.14,97,117,2.19,2.65,2.31,2.79,370,8.37,8.81,0.32
Prospect,RSC008579,Giraffahuff,"Crusaders
Griffin","World Warriors
Mythspire","Lunar
Solar","Mountain
Cloud",44.07,349,22,15.86,0.485,0.455,10,12,2,6961,3820,3141,14,14,23,57,0.246,292.76,160.66,132.10,0.59,0.59,0.97,2.40,316.41,173.64,142.77,0.64,0.64,1.05,2.59,52,57,2.19,2.40,2.36,2.59,179,7.53,8.14,0.32
Prospect,RSC004565,Ole.Mr.Bison.,Skeletons,The Monster Mash,Lunar,Ocean,43.86,496,32,15.50,0.442,0.250,8,24,3,10812,5880,4932,20,16,48,68,0.294,319.95,174.00,145.95,0.59,0.47,1.42,2.01,337.88,183.75,154.13,0.63,0.50,1.50,2.13,64,96,1.89,2.84,2.00,3.00,274,8.11,8.56,0.35
Prospect,RSC005488,bnj ._.,"Griffin
Honey Badgers","Mythspire
Safari","Solar
Solar","Cloud
Ember",43.48,448,30,14.93,0.520,0.600,18,12,8,9607,5390,4217,22,16,36,59,0.373,314.75,176.59,138.16,0.72,0.52,1.18,1.93,320.23,179.67,140.57,0.73,0.53,1.20,1.97,78,68,2.56,2.23,2.60,2.27,202,6.62,6.73,0.34
Prospect,RSC003193,ShiftDrink,"Earth
Diamondback
Honey Badgers
Skeletons","The Elements
Venom Lab
Safari
The Monster Mash","Solar
Lunar
Solar
Lunar","Ember
Mountain
Ember
Ocean",43.31,295,21,14.05,0.438,0.333,7,14,3,6622,3940,2682,16,6,32,44,0.364,329.48,196.04,133.44,0.80,0.30,1.59,2.19,315.33,187.62,127.71,0.76,0.29,1.52,2.10,39,57,1.94,2.84,1.86,2.71,165,8.21,7.86,0.35
Prospect,RSC000221,Treefrog,"Doctors
Red Legion","Grand Fleet
The Rising","Solar
Solar","Cloud
Ember",41.52,595,40,14.88,0.519,0.575,23,17,6,11995,6410,5585,31,18,30,91,0.341,295.90,158.13,137.77,0.76,0.44,0.74,2.24,299.88,160.25,139.63,0.78,0.45,0.75,2.28,101,88,2.49,2.17,2.53,2.20,289,7.13,7.23,0.30
Prospect,RSC007179,B0A._.,Crusaders,World Warriors,Lunar,Mountain,41.10,602,38,15.84,0.505,0.474,18,20,2,12053,7310,4743,32,27,39,81,0.395,293.87,178.23,115.64,0.78,0.66,0.95,1.97,317.18,192.37,124.82,0.84,0.71,1.03,2.13,110,106,2.68,2.58,2.89,2.79,273,6.66,7.18,0.39
Prospect,RSC006587,Enterprise15,"Tomcats
Prism Proteges","Mach Velocity
Art Club","Solar
Lunar","Ember
Ocean",40.81,473,31,15.26,0.416,0.323,10,21,6,10401,5480,4921,18,13,49,58,0.310,322.76,170.05,152.71,0.56,0.40,1.52,1.80,335.52,176.77,158.74,0.58,0.42,1.58,1.87,53,95,1.64,2.95,1.71,3.06,281,8.72,9.06,0.34
Prospect,RSC003266,GameyMcGamertag,Nibble Nightz,Pawverse,Solar,Cloud,39.55,544,38,14.32,0.434,0.263,10,28,8,11777,6230,5547,22,12,54,73,0.301,317.76,168.09,149.67,0.59,0.32,1.46,1.97,309.92,163.95,145.97,0.58,0.32,1.42,1.92,65,106,1.75,2.86,1.71,2.79,311,8.39,8.18,0.34
Prospect,RSC007525,BulletNote,"Merchants
Nibble Nightz","The King's Court
Pawverse","Lunar
Solar","Ocean
Cloud",38.52,679,47,14.45,0.461,0.340,16,31,1,14133,7480,6653,27,18,59,93,0.290,305.51,161.69,143.82,0.58,0.39,1.28,2.01,300.70,159.15,141.55,0.57,0.38,1.26,1.98,89,121,1.92,2.62,1.89,2.57,372,8.04,7.91,0.33
Prospect,RSC006758,El Booger Sugar,Decuriones,The Sovereign,Solar,Cloud,36.33,540,39,13.85,0.447,0.359,14,25,4,11679,6060,5619,21,12,55,61,0.344,317.45,164.72,152.73,0.57,0.33,1.49,1.66,299.46,155.38,144.08,0.54,0.31,1.41,1.56,74,109,2.01,2.96,1.90,2.79,312,8.48,8.00,0.35
Prospect,RSC013052,Drippin_Ice1,"Turbulence
Nibble Nightz","Remove Before Flight
Pawverse","Lunar
Solar","Ocean
Cloud",36.19,34,3,11.33,0.448,0.333,1,2,0,733,300,433,1,0,3,5,0.200,316.44,129.51,186.93,0.43,0.00,1.30,2.16,244.33,100.00,144.33,0.33,0.00,1.00,1.67,5,6,2.16,2.59,1.67,2.00,16,6.91,5.33,0.38
Prospect,RSC008218,Korrello,"Earth
Tomcats","The Elements
Mach Velocity","Solar
Solar","Ember
Ember",35.96,564,38,14.84,0.434,0.289,11,27,3,11048,5990,5058,24,11,42,94,0.255,287.52,155.89,131.63,0.62,0.29,1.09,2.45,290.74,157.63,133.11,0.63,0.29,1.11,2.47,60,99,1.56,2.58,1.58,2.61,310,8.07,8.16,0.32
Prospect,RSC003429,Gambit,"Gloom
Hostile Takeover","The Shadows
Shell Corp.","Lunar
Lunar","Ocean
Mountain",35.23,625,43,14.53,0.474,0.395,17,26,3,12151,6110,6041,21,17,45,91,0.231,285.36,143.49,141.87,0.49,0.40,1.06,2.14,282.58,142.09,140.49,0.49,0.40,1.05,2.12,84,103,1.97,2.42,1.95,2.40,315,7.40,7.33,0.33
Prospect,RSC000351,Mitzi,Earth,The Elements,Solar,Ember,35.20,322,23,14.00,0.457,0.391,9,14,1,6359,3370,2989,13,12,22,37,0.351,289.86,153.62,136.25,0.59,0.55,1.00,1.69,276.48,146.52,129.96,0.57,0.52,0.96,1.61,45,59,2.05,2.69,1.96,2.57,169,7.70,7.35,0.35
Prospect,RSC007621,Classy-God57,Griffin,Mythspire,Solar,Cloud,34.28,235,15,15.67,0.505,0.400,6,9,2,4696,2770,1926,9,5,25,37,0.243,293.31,173.01,120.30,0.56,0.31,1.56,2.31,313.07,184.67,128.40,0.60,0.33,1.67,2.47,35,34,2.19,2.12,2.33,2.27,122,7.62,8.13,0.28
Prospect,RSC003791,Frankieeagle,Crusaders,World Warriors,Lunar,Mountain,33.25,204,12,17.00,0.448,0.417,5,7,3,3985,2210,1775,12,3,11,31,0.387,286.72,159.01,127.71,0.86,0.22,0.79,2.23,332.08,184.17,147.92,1.00,0.25,0.92,2.58,29,38,2.09,2.73,2.42,3.17,110,7.91,9.17,0.35
Prospect,RSC008257,Arana5418,"Turbulence
Red Legion","Remove Before Flight
The Rising","Lunar
Solar","Ocean
Ember",32.01,259,18,14.39,0.500,0.333,6,12,0,5254,3060,2194,13,4,24,36,0.361,297.75,173.41,124.34,0.74,0.23,1.36,2.04,291.89,170.00,121.89,0.72,0.22,1.33,2.00,38,38,2.15,2.15,2.11,2.11,142,8.05,7.89,0.27
Prospect,RSC001820,YourEvilTwin,"Merchants
Crusaders","The King's Court
World Warriors","Lunar
Lunar","Ocean
Mountain",29.82,403,27,14.93,0.488,0.481,13,14,4,7430,4090,3340,13,11,33,59,0.220,270.61,148.96,121.65,0.47,0.40,1.20,2.15,275.19,151.48,123.70,0.48,0.41,1.22,2.19,57,62,2.08,2.26,2.11,2.30,209,7.61,7.74,0.30
Prospect,RSC007958,No Mechs. HELP,"Diamondback
Hostile Takeover","Venom Lab
Shell Corp.","Lunar
Lunar","Mountain
Mountain",29.62,453,30,15.10,0.493,0.467,14,16,3,8444,4210,4234,13,14,33,56,0.232,273.60,136.41,137.19,0.42,0.45,1.07,1.81,281.47,140.33,141.13,0.43,0.47,1.10,1.87,64,67,2.07,2.17,2.13,2.23,242,7.84,8.07,0.28
Prospect,RSC005608,wolverine36535,Doctors,Grand Fleet,Solar,Cloud,29.12,741,46,16.11,0.477,0.435,20,26,6,14142,7950,6192,29,19,63,95,0.305,280.13,157.47,122.65,0.57,0.38,1.25,1.88,307.43,172.83,134.61,0.63,0.41,1.37,2.07,113,135,2.24,2.67,2.46,2.93,414,8.20,9.00,0.33
Prospect,RSC008147,CrucialUrchin,Decuriones,The Sovereign,Solar,Cloud,24.56,450,32,14.06,0.428,0.281,9,23,0,8502,4540,3962,19,9,34,49,0.388,277.31,148.08,129.23,0.62,0.29,1.11,1.60,265.69,141.88,123.81,0.59,0.28,1.06,1.53,56,92,1.83,3.00,1.75,2.88,288,9.39,9.00,0.32
Prospect,RSC002636,NitemareRL,Tomcats,Mach Velocity,Solar,Ember,23.17,511,36,14.19,0.414,0.306,11,25,3,9689,4780,4909,10,7,56,63,0.159,278.30,137.30,141.00,0.29,0.20,1.61,1.81,269.14,132.78,136.36,0.28,0.19,1.56,1.75,51,97,1.46,2.79,1.42,2.69,298,8.56,8.28,0.33
Prospect,RSC007141,Cuddlingus,Skeletons,The Monster Mash,Lunar,Ocean,22.92,586,39,15.03,0.429,0.231,9,30,3,10405,5540,4865,20,15,42,69,0.290,260.62,138.76,121.86,0.50,0.38,1.05,1.73,266.79,142.05,124.74,0.51,0.38,1.08,1.77,72,121,1.80,3.03,1.85,3.10,338,8.47,8.67,0.36
Prospect,RSC002796,Carno,Skeletons,The Monster Mash,Lunar,Ocean,22.08,582,39,14.92,0.403,0.154,6,33,0,10884,5620,5264,17,7,57,72,0.236,274.49,141.73,132.76,0.43,0.18,1.44,1.82,279.08,144.10,134.97,0.44,0.18,1.46,1.85,62,127,1.56,3.20,1.59,3.26,351,8.85,9.00,0.36
Prospect,RSC006461,Cynical89,Tomcats,Mach Velocity,Solar,Ember,18.62,672,47,14.30,0.422,0.298,14,33,2,11616,5900,5716,17,13,55,80,0.213,253.72,128.87,124.85,0.37,0.28,1.20,1.75,247.15,125.53,121.62,0.36,0.28,1.17,1.70,67,126,1.46,2.75,1.43,2.68,396,8.65,8.43,0.32
Prospect,RSC004509,tazlien,Tanuki,The Shrine,Solar,Cloud,17.28,140,10,14.00,0.447,0.400,4,6,0,2099,980,1119,2,7,6,13,0.154,220.06,102.74,117.32,0.21,0.73,0.63,1.36,209.90,98.00,111.90,0.20,0.70,0.60,1.30,20,26,2.10,2.73,2.00,2.60,67,7.02,6.70,0.39
Prospect,RSC012007,ItsRickalicious,Diamondback,Venom Lab,Lunar,Mountain,16.99,160,10,16.00,0.419,0.500,5,5,2,2835,1520,1315,4,3,16,17,0.235,260.07,139.44,120.63,0.37,0.28,1.47,1.56,283.50,152.00,131.50,0.40,0.30,1.60,1.70,17,26,1.56,2.39,1.70,2.60,86,7.89,8.60,0.30
Prospect,RSC008370,Wiz,"Hostile Takeover
Diamondback","Shell Corp.
Venom Lab","Lunar
Lunar","Mountain
Mountain",16.78,297,23,12.91,0.441,0.304,7,16,1,5119,2370,2749,10,6,16,27,0.370,252.98,117.13,135.86,0.49,0.30,0.79,1.33,222.57,103.04,119.52,0.43,0.26,0.70,1.17,40,58,1.98,2.87,1.74,2.52,174,8.60,7.57,0.33
Prospect,RSC008348,Shadows_ss,Fairies,Mythical,Solar,Ember,15.19,205,14,14.64,0.510,0.500,7,7,0,3102,1660,1442,6,8,9,21,0.286,222.10,118.85,103.25,0.43,0.57,0.64,1.50,221.57,118.57,103.00,0.43,0.57,0.64,1.50,39,37,2.79,2.65,2.79,2.64,108,7.73,7.71,0.34
Prospect,RSC012867,waynswrld,"Decuriones
Skeletons","The Sovereign
The Monster Mash","Solar
Lunar","Cloud
Ocean",14.60,284,19,14.95,0.358,0.158,3,16,0,4734,2370,2364,4,8,26,27,0.148,244.67,122.49,122.18,0.21,0.41,1.34,1.40,249.16,124.74,124.42,0.21,0.42,1.37,1.42,30,70,1.55,3.62,1.58,3.68,174,8.99,9.16,0.40
Prospect,RSC007096,Nando201024,Earth,The Elements,Solar,Ember,10.97,151,10,15.10,0.293,0.200,2,8,1,2214,980,1234,4,3,5,18,0.222,215.21,95.26,119.95,0.39,0.29,0.49,1.75,221.40,98.00,123.40,0.40,0.30,0.50,1.80,12,36,1.17,3.50,1.20,3.60,88,8.55,8.80,0.41
Prospect,RSC007630,Grey,Gloom,The Shadows,Lunar,Ocean,7.26,276,19,14.53,0.368,0.211,4,15,0,3907,1910,1997,7,6,12,31,0.226,207.78,101.57,106.20,0.37,0.32,0.64,1.65,205.63,100.53,105.11,0.37,0.32,0.63,1.63,25,57,1.33,3.03,1.32,3.00,166,8.83,8.74,0.34
Contender,RSC013001,ZZgameryoy0,Aeronauts,Remove Before Flight,N/A,N/A,108.69,658,46,14.30,0.534,0.630,29,17,21,21425,13170,8255,65,38,64,157,0.414,454.95,279.66,175.29,1.38,0.81,1.36,3.33,465.76,286.30,179.46,1.41,0.83,1.39,3.41,138,107,2.93,2.27,3.00,2.33,,0.00,0.00,
Contender,RSC007229,yourboiblue,Jellyfish,Tyrants of the Sea,N/A,N/A,102.09,784,55,14.25,0.581,0.800,44,11,28,23710,15260,8450,84,41,57,196,0.429,422.56,271.96,150.60,1.50,0.73,1.02,3.49,431.09,277.45,153.64,1.53,0.75,1.04,3.56,183,95,3.26,1.69,3.33,1.73,305,5.44,5.55,0.31
Contender,RSC007291,brdtrd999,Surprise,The Elements,N/A,N/A,92.48,731,52,14.06,0.535,0.538,28,24,17,21782,12570,9212,59,32,68,167,0.353,416.34,240.26,176.08,1.13,0.61,1.30,3.19,418.88,241.73,177.15,1.13,0.62,1.31,3.21,139,105,2.66,2.01,2.67,2.02,344,6.58,6.62,0.31
Contender,RSC012628,orphaned baby pangolin,Jellyfish,Tyrants of the Sea,N/A,N/A,86.02,794,56,14.18,0.579,0.786,44,12,13,22009,13230,8779,62,41,66,168,0.369,387.30,232.81,154.49,1.09,0.72,1.16,2.96,393.02,236.25,156.77,1.11,0.73,1.18,3.00,184,97,3.24,1.71,3.29,1.73,311,5.47,5.55,0.31
Contender,RSC012989,holytrstn,Cheese Pizza,Fifty-Fifty Pizzeria,N/A,N/A,85.05,642,46,13.96,0.556,0.717,33,13,9,17057,10500,6557,50,45,41,120,0.417,371.23,228.52,142.71,1.09,0.98,0.89,2.61,370.80,228.26,142.54,1.09,0.98,0.89,2.61,150,99,3.26,2.15,3.26,2.15,284,6.18,6.17,0.35
Contender,RSC003223,AZoroARK,Cheese Pizza,Fifty-Fifty Pizzeria,N/A,N/A,79.07,653,44,14.84,0.567,0.750,33,11,14,17033,10630,6403,56,34,41,128,0.438,364.46,227.45,137.01,1.20,0.73,0.88,2.74,387.11,241.59,145.52,1.27,0.77,0.93,2.91,151,92,3.23,1.97,3.43,2.09,280,5.99,6.36,0.33
Contender,RSC008451,Ryguy2flie,Ponzi Schemers,Shell Corp.,N/A,N/A,78.19,677,45,15.04,0.549,0.644,29,16,13,18425,11110,7315,46,30,74,131,0.351,380.27,229.30,150.97,0.95,0.62,1.53,2.70,409.44,246.89,162.56,1.02,0.67,1.64,2.91,138,95,2.85,1.96,3.07,2.11,315,6.50,7.00,0.30
Contender,RSC008187,Tonini08,Helldivers,The Rising,N/A,N/A,74.52,833,56,14.88,0.521,0.554,31,25,16,22566,13230,9336,63,32,76,153,0.412,378.51,221.91,156.60,1.06,0.54,1.27,2.57,402.96,236.25,166.71,1.13,0.57,1.36,2.73,171,145,2.87,2.43,3.05,2.59,395,6.63,7.05,0.37
Contender,RSC007571,StephM2_,Cheese Pizza,Fifty-Fifty Pizzeria,N/A,N/A,74.38,660,45,14.67,0.573,0.733,33,12,11,16890,10490,6400,49,30,56,129,0.380,357.57,222.08,135.49,1.04,0.64,1.19,2.73,375.33,233.11,142.22,1.09,0.67,1.24,2.87,152,88,3.22,1.86,3.38,1.96,275,5.82,6.11,0.32
Contender,RSC000962,pythagorjags,Templars,World Warriors,N/A,N/A,72.84,830,58,14.31,0.534,0.638,37,21,16,22378,13330,9048,53,35,97,143,0.371,376.72,224.40,152.32,0.89,0.59,1.63,2.41,385.83,229.83,156.00,0.91,0.60,1.67,2.47,160,121,2.69,2.04,2.76,2.09,393,6.62,6.78,0.31
Contender,RSC007216,ASAPxLEG,Zebras,Safari,N/A,N/A,72.75,45,3,15.00,0.603,0.667,2,1,0,1029,590,439,2,3,3,9,0.222,319.50,183.19,136.31,0.62,0.93,0.93,2.79,343.00,196.67,146.33,0.67,1.00,1.00,3.00,10,7,3.10,2.17,3.33,2.33,,0.00,0.00,
Contender,RSC000686,mom jeans xl,Jesters,The King's Court,N/A,N/A,71.38,812,56,14.50,0.522,0.571,32,24,7,19628,11130,8498,49,42,51,158,0.310,337.75,191.52,146.23,0.84,0.72,0.88,2.72,350.50,198.75,151.75,0.88,0.75,0.91,2.82,151,126,2.60,2.17,2.70,2.25,390,6.71,6.96,0.32
Contender,RSC012631,BAND1TO.,Templars,World Warriors,N/A,N/A,71.26,738,52,14.19,0.530,0.635,33,19,13,18097,10500,7597,53,36,40,140,0.379,342.63,198.79,143.83,1.00,0.68,0.76,2.65,348.02,201.92,146.10,1.02,0.69,0.77,2.69,141,111,2.67,2.10,2.71,2.13,351,6.65,6.75,0.32
Contender,RSC012938,Lewii jr.,Helldivers,The Rising,N/A,N/A,70.64,803,55,14.60,0.522,0.564,31,24,10,19525,11330,8195,49,45,55,143,0.343,339.74,197.14,142.59,0.85,0.78,0.96,2.49,355.00,206.00,149.00,0.89,0.82,1.00,2.60,163,137,2.84,2.38,2.96,2.49,380,6.61,6.91,0.36
Contender,RSC008092,ImPodz,"Sirens
Gallery Guild","Mythical
Art Club","N/A
N/A","N/A
N/A",70.63,694,49,14.16,0.492,0.429,21,28,14,19089,10810,8279,47,23,76,116,0.405,384.32,217.64,166.68,0.95,0.46,1.53,2.34,389.57,220.61,168.96,0.96,0.47,1.55,2.37,106,113,2.13,2.28,2.16,2.31,378,7.61,7.71,0.30
Contender,RSC005333,Oldman_Waterfall,Cheese Pizza,Fifty-Fifty Pizzeria,N/A,N/A,67.82,481,33,14.58,0.578,0.727,24,9,7,11788,7060,4728,35,19,34,91,0.385,342.43,205.08,137.34,1.02,0.55,0.99,2.64,357.21,213.94,143.27,1.06,0.58,1.03,2.76,117,69,3.40,2.00,3.55,2.09,,0.00,0.00,
