RSC ID,# of Seasons,First Season,Seasons Played
RSC005460,5,15,"[15, 16, 17, 18, 19]"
RSC005462,3,15,"[15, 16, 17]"
RSC005464,8,14,"[14, 15, 17, 19, 20, 21, 22, 24]"
RSC005468,1,15,[15]
RSC005469,9,15,"[15, 16, 19, 20, 21, 22, 23, 24, 25]"
RSC005470,1,15,[15]
RSC005472,1,24,[24]
RSC005474,1,15,[15]
RSC005475,8,15,"[15, 16, 17, 18, 19, 20, 22, 24]"
RSC005481,8,15,"[15, 16, 17, 18, 19, 20, 21, 22]"
RSC005482,8,15,"[15, 16, 17, 21, 22, 23, 24, 25]"
RSC005484,1,15,[15]
RSC005485,1,15,[15]
RSC005486,1,15,[15]
RSC005487,2,15,"[15, 16]"
RSC005488,2,15,"[15, 25]"
RSC005489,2,15,"[15, 16]"
RSC005490,8,15,"[15, 16, 17, 18, 19, 20, 21, 22]"
RSC005491,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005493,8,15,"[15, 16, 17, 18, 19, 20, 22, 23]"
RSC005494,2,15,"[15, 16]"
RSC005496,1,15,[15]
RSC005498,2,15,"[15, 16]"
RSC005499,9,15,"[15, 16, 17, 18, 21, 22, 23, 24, 25]"
RSC005502,4,15,"[15, 16, 17, 18]"
RSC005503,4,15,"[15, 16, 17, 21]"
RSC005504,5,15,"[15, 16, 17, 19, 20]"
RSC005505,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005506,2,15,"[15, 16]"
RSC005507,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005508,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005509,6,15,"[15, 16, 17, 18, 19, 22]"
RSC005513,6,16,"[16, 17, 19, 20, 21, 22]"
RSC005515,7,18,"[18, 19, 20, 21, 22, 23, 24]"
RSC005516,3,15,"[15, 16, 24]"
RSC005518,7,15,"[15, 16, 17, 18, 19, 22, 23]"
RSC005519,6,15,"[15, 16, 17, 18, 19, 20]"
RSC005521,8,15,"[15, 16, 17, 18, 20, 21, 23, 24]"
RSC005522,9,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
RSC005523,10,15,"[15, 16, 17, 18, 19, 20, 21, 22, 24, 25]"
RSC005524,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005526,10,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC005527,10,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC005529,1,15,[15]
RSC005530,1,16,[16]
RSC005531,6,15,"[15, 16, 17, 18, 19, 20]"
RSC005533,6,15,"[15, 16, 17, 18, 19, 20]"
RSC005534,7,15,"[15, 16, 17, 18, 19, 20, 21]"
RSC005535,1,15,[15]
RSC005539,5,15,"[15, 16, 17, 18, 19]"
RSC005542,4,15,"[15, 16, 17, 18]"
RSC005543,3,16,"[16, 19, 20]"
RSC005544,1,15,[15]
RSC005549,7,15,"[15, 16, 17, 18, 19, 20, 21]"
RSC005550,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005555,8,15,"[15, 16, 17, 18, 19, 20, 21, 22]"
RSC005561,1,22,[22]
RSC005568,4,16,"[16, 17, 18, 19]"
RSC005570,6,16,"[16, 17, 18, 19, 24, 25]"
RSC005573,1,16,[16]
RSC005574,5,16,"[16, 17, 18, 19, 20]"
RSC005575,3,18,"[18, 19, 20]"
RSC005577,9,15,"[15, 16, 17, 18, 19, 20, 23, 24, 25]"
RSC005578,8,15,"[15, 16, 17, 18, 19, 20, 21, 23]"
RSC005584,1,19,[19]
RSC005587,1,15,[15]
RSC005590,1,15,[15]
RSC005591,1,21,[21]
RSC005593,2,15,"[15, 16]"
RSC005595,1,25,[25]
RSC005597,2,15,"[15, 16]"
RSC005601,1,15,[15]
RSC005602,1,15,[15]
RSC005603,4,21,"[21, 22, 23, 24]"
RSC005608,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005609,1,15,[15]
RSC005611,4,15,"[15, 16, 17, 18]"
RSC005612,1,15,[15]
RSC005613,2,15,"[15, 17]"
RSC005615,2,15,"[15, 16]"
RSC005616,3,15,"[15, 16, 17]"
RSC005617,1,15,[15]
RSC005619,4,15,"[15, 16, 17, 21]"
RSC005625,4,19,"[19, 20, 21, 22]"
RSC005626,1,15,[15]
RSC005628,7,15,"[15, 16, 17, 18, 19, 20, 22]"
RSC005629,1,15,[15]
RSC005633,6,15,"[15, 17, 18, 19, 20, 21]"
RSC005634,4,16,"[16, 17, 18, 19]"
RSC005635,1,15,[15]
RSC005636,1,16,[16]
RSC005637,1,15,[15]
RSC005643,1,15,[15]
RSC005648,7,15,"[15, 16, 17, 18, 19, 20, 21]"
RSC005650,1,15,[15]
RSC005653,3,21,"[21, 22, 24]"
RSC005654,2,15,"[15, 17]"
RSC005655,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005657,5,15,"[15, 16, 17, 18, 19]"
RSC005658,7,15,"[15, 16, 17, 18, 19, 20, 21]"
RSC005659,1,15,[15]
RSC005660,3,15,"[15, 17, 18]"
RSC005662,1,15,[15]
RSC005663,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005664,6,15,"[15, 18, 19, 20, 21, 25]"
RSC005667,3,15,"[15, 16, 17]"
RSC005668,1,15,[15]
RSC005670,4,15,"[15, 16, 22, 23]"
RSC005671,2,15,"[15, 16]"
RSC005672,1,18,[18]
RSC005675,2,15,"[15, 16]"
RSC005677,6,16,"[16, 17, 20, 21, 22, 25]"
RSC005678,2,15,"[15, 16]"
RSC005682,10,15,"[15, 16, 17, 18, 19, 21, 22, 23, 24, 25]"
RSC005684,3,15,"[15, 16, 17]"
RSC005685,2,15,"[15, 16]"
RSC005689,9,15,"[15, 16, 17, 18, 19, 20, 21, 24, 25]"
RSC005690,8,16,"[16, 17, 18, 21, 22, 23, 24, 25]"
RSC005691,10,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 25]"
RSC005692,3,15,"[15, 16, 17]"
RSC005693,1,15,[15]
RSC005694,4,15,"[15, 16, 18, 19]"
RSC005695,1,15,[15]
RSC005696,7,15,"[15, 16, 17, 18, 19, 20, 22]"
RSC005698,1,15,[15]
RSC005699,9,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
RSC005700,1,15,[15]
RSC005701,1,15,[15]
RSC005702,6,17,"[17, 18, 19, 20, 21, 22]"
RSC005703,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005705,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005707,4,15,"[15, 16, 18, 25]"
RSC005709,11,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005712,1,15,[15]
RSC005714,10,15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC005715,1,15,[15]
RSC005716,2,15,"[15, 16]"
RSC005718,1,15,[15]
RSC005721,2,15,"[15, 16]"
RSC005722,1,15,[15]
RSC005723,3,15,"[15, 16, 17]"
RSC005724,1,15,[15]
RSC005725,9,15,"[15, 16, 17, 18, 19, 20, 21, 23, 25]"
RSC005726,1,15,[15]
RSC005727,1,15,[15]
RSC005729,1,15,[15]
RSC005730,3,15,"[15, 16, 18]"
RSC005733,1,15,[15]
RSC005734,7,15,"[15, 16, 17, 18, 20, 22, 25]"
RSC005740,1,15,[15]
RSC005741,6,15,"[15, 16, 17, 18, 19, 21]"
RSC005742,2,16,"[16, 17]"
RSC005746,1,15,[15]
RSC005747,8,15,"[15, 16, 17, 18, 19, 20, 21, 23]"
RSC005751,1,15,[15]
RSC005752,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC005754,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005755,1,16,[16]
RSC005757,2,15,"[15, 17]"
RSC005758,6,16,"[16, 20, 21, 22, 23, 25]"
RSC005759,9,15,"[15, 17, 18, 19, 20, 21, 22, 23, 25]"
RSC005760,2,16,"[16, 17]"
RSC005761,2,15,"[15, 19]"
RSC005763,1,15,[15]
RSC005766,4,16,"[16, 17, 18, 19]"
RSC005768,7,15,"[15, 16, 17, 18, 19, 20, 22]"
RSC005777,3,18,"[18, 19, 20]"
RSC005778,6,17,"[17, 18, 19, 20, 21, 25]"
RSC005780,1,17,[17]
RSC005782,3,16,"[16, 17, 18]"
RSC005784,1,20,[20]
RSC005790,5,16,"[16, 17, 18, 19, 20]"
RSC005791,5,16,"[16, 17, 18, 19, 20]"
RSC005795,2,15,"[15, 16]"
RSC005798,3,15,"[15, 16, 17]"
RSC005799,1,16,[16]
RSC005805,6,15,"[15, 16, 17, 18, 19, 20]"
RSC005807,2,16,"[16, 17]"
RSC005814,5,15,"[15, 16, 17, 18, 20]"
RSC005816,6,15,"[15, 16, 18, 19, 20, 25]"
RSC005819,5,16,"[16, 17, 18, 19, 20]"
RSC005820,1,15,[15]
RSC005824,5,15,"[15, 16, 17, 21, 24]"
RSC005825,2,15,"[15, 16]"
RSC005827,6,16,"[16, 17, 18, 19, 20, 24]"
RSC005828,5,16,"[16, 18, 19, 21, 22]"
RSC005829,1,16,[16]
RSC005831,5,16,"[16, 17, 18, 19, 20]"
RSC005832,3,16,"[16, 17, 22]"
RSC005833,2,16,"[16, 17]"
RSC005834,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005835,4,16,"[16, 17, 19, 20]"
RSC005836,5,18,"[18, 19, 20, 21, 25]"
RSC005842,1,16,[16]
RSC005843,5,16,"[16, 17, 18, 19, 20]"
RSC005844,6,16,"[16, 17, 19, 20, 22, 23]"
RSC005845,2,16,"[16, 22]"
RSC005847,1,16,[16]
RSC005849,2,16,"[16, 20]"
RSC005851,2,16,"[16, 23]"
RSC005855,1,16,[16]
RSC005856,2,16,"[16, 17]"
RSC005858,1,16,[16]
RSC005859,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005861,2,16,"[16, 17]"
RSC005862,2,16,"[16, 20]"
RSC005865,1,16,[16]
RSC005870,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005871,1,16,[16]
RSC005872,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005873,8,16,"[16, 18, 19, 20, 21, 23, 24, 25]"
RSC005875,4,16,"[16, 17, 19, 20]"
RSC005876,1,16,[16]
RSC005877,2,16,"[16, 17]"
RSC005878,4,16,"[16, 17, 18, 23]"
RSC005881,3,16,"[16, 17, 21]"
RSC005884,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005885,9,16,"[16, 17, 18, 19, 20, 21, 22, 24, 25]"
RSC005889,2,16,"[16, 17]"
RSC005891,2,16,"[16, 18]"
RSC005892,4,16,"[16, 17, 18, 19]"
RSC005894,1,16,[16]
RSC005895,1,16,[16]
RSC005896,1,16,[16]
RSC005899,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005902,5,16,"[16, 17, 18, 19, 25]"
RSC005903,2,16,"[16, 17]"
RSC005909,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005910,3,16,"[16, 17, 18]"
RSC005913,2,16,"[16, 17]"
RSC005915,7,16,"[16, 17, 19, 20, 21, 22, 23]"
RSC005916,1,16,[16]
RSC005917,7,16,"[16, 17, 18, 19, 20, 21, 22]"
RSC005920,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005922,4,16,"[16, 17, 18, 19]"
RSC005925,5,18,"[18, 19, 20, 22, 23]"
RSC005929,1,16,[16]
RSC005930,1,16,[16]
RSC005932,1,17,[17]
RSC005934,8,16,"[16, 17, 18, 19, 20, 22, 24, 25]"
RSC005936,3,16,"[16, 17, 18]"
RSC005937,6,16,"[16, 17, 18, 19, 20, 22]"
RSC005939,3,16,"[16, 17, 18]"
RSC005940,1,18,[18]
RSC005942,1,17,[17]
RSC005943,1,16,[16]
RSC005944,3,16,"[16, 17, 18]"
RSC005948,2,16,"[16, 17]"
RSC005949,2,16,"[16, 19]"
RSC005952,1,16,[16]
RSC005954,1,25,[25]
RSC005956,3,16,"[16, 17, 20]"
RSC005959,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005960,9,16,"[16, 17, 18, 19, 20, 21, 22, 23, 25]"
RSC005961,1,16,[16]
RSC005966,2,16,"[16, 17]"
RSC005968,1,16,[16]
RSC005969,1,17,[17]
RSC005971,1,21,[21]
RSC005974,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC005976,2,16,"[16, 17]"
RSC005978,5,21,"[21, 22, 23, 24, 25]"
RSC005985,1,16,[16]
RSC005986,1,16,[16]
RSC005991,1,16,[16]
RSC005992,1,16,[16]
RSC005994,2,16,"[16, 17]"
RSC005997,1,16,[16]
RSC005998,1,16,[16]
RSC006000,5,16,"[16, 17, 22, 23, 24]"
RSC006003,2,16,"[16, 23]"
RSC006006,3,16,"[16, 19, 20]"
RSC006007,1,16,[16]
RSC006008,2,16,"[16, 17]"
RSC006011,1,16,[16]
RSC006012,4,16,"[16, 17, 18, 19]"
RSC006013,6,16,"[16, 17, 18, 19, 20, 21]"
RSC006014,2,16,"[16, 17]"
RSC006016,5,16,"[16, 17, 18, 20, 23]"
RSC006017,9,16,"[16, 17, 18, 19, 20, 22, 23, 24, 25]"
RSC006018,7,16,"[16, 18, 19, 20, 22, 23, 24]"
RSC006020,1,16,[16]
RSC006022,5,19,"[19, 20, 21, 22, 25]"
RSC006024,3,16,"[16, 17, 22]"
RSC006027,1,16,[16]
RSC006030,2,16,"[16, 21]"
RSC006031,5,16,"[16, 17, 18, 19, 20]"
RSC006033,1,16,[16]
RSC006035,3,16,"[16, 17, 19]"
RSC006037,2,16,"[16, 17]"
RSC006042,3,16,"[16, 17, 18]"
RSC006043,4,16,"[16, 17, 18, 19]"
RSC006044,6,16,"[16, 17, 19, 20, 22, 23]"
RSC006049,2,16,"[16, 17]"
RSC006050,3,16,"[16, 17, 18]"
RSC006052,1,16,[16]
RSC006054,1,16,[16]
RSC006056,5,16,"[16, 17, 18, 19, 22]"
RSC006059,1,16,[16]
RSC006060,9,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC006062,1,16,[16]
RSC006065,1,16,[16]
RSC006066,6,16,"[16, 17, 18, 19, 20, 22]"
RSC006067,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006068,1,16,[16]
RSC006069,9,16,"[16, 17, 18, 19, 20, 21, 22, 24, 25]"
RSC006071,3,16,"[16, 17, 18]"
RSC006072,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006077,1,16,[16]
RSC006078,4,16,"[16, 17, 18, 19]"
RSC006080,3,17,"[17, 18, 19]"
RSC006086,9,16,"[16, 17, 18, 19, 20, 21, 22, 23, 25]"
RSC006087,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006088,2,16,"[16, 21]"
RSC006089,7,17,"[17, 18, 19, 20, 21, 22, 24]"
RSC006090,2,16,"[16, 17]"
RSC006092,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006093,2,16,"[16, 17]"
RSC006094,1,16,[16]
RSC006095,2,17,"[17, 18]"
RSC006097,1,16,[16]
RSC006098,2,16,"[16, 17]"
RSC006101,3,16,"[16, 17, 19]"
RSC006103,2,16,"[16, 23]"
RSC006107,1,16,[16]
RSC006108,1,16,[16]
RSC006109,4,16,"[16, 17, 18, 19]"
RSC006112,1,16,[16]
RSC006113,6,16,"[16, 17, 18, 19, 20, 21]"
RSC006115,3,17,"[17, 22, 23]"
RSC006124,1,18,[18]
RSC006125,1,17,[17]
RSC006128,6,17,"[17, 20, 21, 22, 23, 25]"
RSC006137,7,17,"[17, 18, 19, 20, 22, 24, 25]"
RSC006138,6,19,"[19, 20, 21, 22, 23, 25]"
RSC006140,8,17,"[17, 18, 19, 20, 21, 22, 23, 24]"
RSC006144,1,19,[19]
RSC006147,5,18,"[18, 19, 20, 21, 22]"
RSC006154,2,16,"[16, 17]"
RSC006158,1,18,[18]
RSC006159,8,16,"[16, 17, 18, 19, 21, 22, 24, 25]"
RSC006165,3,17,"[17, 18, 21]"
RSC006167,5,17,"[17, 19, 20, 23, 25]"
RSC006169,1,24,[24]
RSC006171,5,17,"[17, 18, 19, 20, 23]"
RSC006173,6,16,"[16, 17, 18, 19, 20, 21]"
RSC006174,10,16,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006176,1,16,[16]
RSC006177,8,17,"[17, 18, 19, 20, 22, 23, 24, 25]"
RSC006178,1,17,[17]
RSC006184,1,16,[16]
RSC006185,1,22,[22]
RSC006187,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006188,7,17,"[17, 18, 19, 20, 21, 22, 23]"
RSC006192,4,17,"[17, 18, 19, 20]"
RSC006193,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006197,2,22,"[22, 23]"
RSC006199,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006203,6,17,"[17, 18, 20, 21, 22, 23]"
RSC006206,1,16,[16]
RSC006209,6,17,"[17, 21, 22, 23, 24, 25]"
RSC006211,7,17,"[17, 18, 19, 20, 21, 22, 23]"
RSC006212,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006217,7,16,"[16, 17, 18, 19, 20, 22, 23]"
RSC006218,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006225,8,17,"[17, 19, 20, 21, 22, 23, 24, 25]"
RSC006230,2,20,"[20, 21]"
RSC006240,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006241,3,17,"[17, 18, 19]"
RSC006244,6,17,"[17, 18, 19, 20, 21, 22]"
RSC006245,5,17,"[17, 18, 19, 20, 25]"
RSC006246,2,18,"[18, 20]"
RSC006248,2,17,"[17, 18]"
RSC006251,6,17,"[17, 18, 19, 21, 22, 24]"
RSC006253,1,17,[17]
RSC006255,2,17,"[17, 18]"
RSC006256,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006259,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006262,8,17,"[17, 18, 19, 20, 21, 23, 24, 25]"
RSC006264,2,17,"[17, 18]"
RSC006267,4,17,"[17, 19, 20, 25]"
RSC006268,2,17,"[17, 18]"
RSC006269,1,17,[17]
RSC006271,5,17,"[17, 18, 19, 21, 23]"
RSC006273,6,17,"[17, 18, 19, 20, 24, 25]"
RSC006278,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006282,1,17,[17]
RSC006283,1,17,[17]
RSC006287,2,17,"[17, 18]"
RSC006288,3,17,"[17, 20, 25]"
RSC006289,3,17,"[17, 18, 21]"
RSC006290,8,17,"[17, 18, 19, 20, 21, 22, 23, 24]"
RSC006291,1,17,[17]
RSC006292,1,17,[17]
RSC006293,2,17,"[17, 18]"
RSC006294,1,17,[17]
RSC006295,1,17,[17]
RSC006297,1,17,[17]
RSC006299,5,17,"[17, 18, 19, 22, 23]"
RSC006300,4,17,"[17, 18, 19, 21]"
RSC006303,2,17,"[17, 18]"
RSC006305,2,17,"[17, 18]"
RSC006307,4,17,"[17, 19, 20, 25]"
RSC006308,5,20,"[20, 21, 22, 23, 24]"
RSC006309,1,17,[17]
RSC006312,8,17,"[17, 19, 20, 21, 22, 23, 24, 25]"
RSC006314,7,17,"[17, 19, 20, 21, 22, 23, 24]"
RSC006315,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006316,1,17,[17]
RSC006317,1,17,[17]
RSC006318,2,17,"[17, 18]"
RSC006319,8,17,"[17, 18, 19, 20, 21, 22, 23, 25]"
RSC006320,7,17,"[17, 18, 19, 20, 22, 23, 24]"
RSC006322,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006323,3,17,"[17, 18, 20]"
RSC006324,3,17,"[17, 18, 19]"
RSC006327,1,17,[17]
RSC006328,4,17,"[17, 18, 22, 23]"
RSC006329,2,17,"[17, 19]"
RSC006333,2,18,"[18, 19]"
RSC006334,3,17,"[17, 18, 19]"
RSC006338,4,17,"[17, 18, 19, 22]"
RSC006342,1,17,[17]
RSC006344,8,17,"[17, 18, 19, 20, 21, 22, 23, 24]"
RSC006345,1,17,[17]
RSC006346,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006351,1,17,[17]
RSC006353,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006355,5,17,"[17, 18, 19, 20, 22]"
RSC006357,2,17,"[17, 18]"
RSC006359,1,17,[17]
RSC006362,4,17,"[17, 18, 19, 20]"
RSC006363,1,17,[17]
RSC006364,2,17,"[17, 24]"
RSC006365,1,19,[19]
RSC006366,1,17,[17]
RSC006369,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006372,8,17,"[17, 18, 19, 20, 21, 22, 23, 25]"
RSC006373,1,17,[17]
RSC006375,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006377,1,17,[17]
RSC006378,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006379,5,17,"[17, 18, 19, 20, 21]"
RSC006381,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006384,3,17,"[17, 18, 19]"
RSC006387,5,17,"[17, 18, 19, 20, 21]"
RSC006388,2,17,"[17, 18]"
RSC006390,2,17,"[17, 19]"
RSC006391,1,17,[17]
RSC006393,4,17,"[17, 18, 19, 20]"
RSC006394,1,17,[17]
RSC006395,7,17,"[17, 18, 19, 20, 21, 22, 23]"
RSC006396,1,17,[17]
RSC006397,1,17,[17]
RSC006401,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006402,5,17,"[17, 18, 21, 22, 23]"
RSC006403,1,17,[17]
RSC006404,4,17,"[17, 19, 23, 24]"
RSC006405,7,17,"[17, 18, 19, 20, 21, 22, 23]"
RSC006408,2,17,"[17, 22]"
RSC006409,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006412,2,17,"[17, 18]"
RSC006413,2,17,"[17, 22]"
RSC006416,8,17,"[17, 18, 19, 20, 21, 22, 23, 24]"
RSC006417,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006418,3,17,"[17, 18, 19]"
RSC006419,2,17,"[17, 18]"
RSC006420,4,18,"[18, 19, 20, 21]"
RSC006421,2,17,"[17, 18]"
RSC006422,8,17,"[17, 18, 19, 20, 21, 23, 24, 25]"
RSC006423,1,17,[17]
RSC006424,5,17,"[17, 22, 23, 24, 25]"
RSC006426,2,17,"[17, 18]"
RSC006427,5,17,"[17, 19, 20, 21, 22]"
RSC006428,4,17,"[17, 18, 19, 24]"
RSC006429,1,17,[17]
RSC006430,5,17,"[17, 18, 19, 20, 25]"
RSC006434,2,17,"[17, 18]"
RSC006435,2,17,"[17, 18]"
RSC006436,2,17,"[17, 21]"
RSC006437,1,17,[17]
RSC006438,5,17,"[17, 18, 19, 22, 23]"
RSC006439,9,17,"[17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006440,1,17,[17]
RSC006441,6,17,"[17, 18, 20, 21, 22, 23]"
RSC006442,2,17,"[17, 18]"
RSC006443,5,17,"[17, 18, 19, 20, 21]"
RSC006444,1,17,[17]
RSC006445,1,17,[17]
RSC006446,6,17,"[17, 18, 19, 20, 21, 22]"
RSC006448,8,17,"[17, 18, 19, 20, 21, 22, 23, 24]"
RSC006452,1,17,[17]
RSC006453,4,18,"[18, 19, 20, 23]"
RSC006454,1,17,[17]
RSC006458,1,19,[19]
RSC006459,6,17,"[17, 18, 19, 20, 21, 25]"
RSC006460,3,18,"[18, 19, 20]"
RSC006461,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006462,2,17,"[17, 18]"
RSC006464,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006465,2,17,"[17, 18]"
RSC006468,7,17,"[17, 18, 19, 20, 21, 22, 23]"
RSC006474,2,18,"[18, 19]"
RSC006475,4,18,"[18, 19, 20, 21]"
RSC006477,4,18,"[18, 19, 24, 25]"
RSC006478,7,17,"[17, 18, 19, 20, 21, 22, 23]"
RSC006480,5,18,"[18, 19, 20, 21, 22]"
RSC006481,3,18,"[18, 19, 22]"
RSC006482,1,17,[17]
RSC006484,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006487,7,17,"[17, 18, 19, 20, 21, 23, 25]"
RSC006488,1,18,[18]
RSC006489,2,24,"[24, 25]"
RSC006490,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC006492,1,18,[18]
RSC006494,2,18,"[18, 22]"
RSC006495,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006496,1,18,[18]
RSC006498,4,18,"[18, 19, 20, 21]"
RSC006499,2,17,"[17, 18]"
RSC006503,2,18,"[18, 19]"
RSC006506,1,18,[18]
RSC006508,1,19,[19]
RSC006525,1,17,[17]
RSC006528,7,17,"[17, 18, 19, 20, 21, 22, 25]"
RSC006531,3,18,"[18, 19, 22]"
RSC006533,5,17,"[17, 18, 19, 20, 21]"
RSC006534,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006535,6,18,"[18, 19, 20, 21, 22, 23]"
RSC006537,1,23,[23]
RSC006538,1,23,[23]
RSC006543,2,24,"[24, 25]"
RSC006547,4,18,"[18, 19, 21, 23]"
RSC006551,1,18,[18]
RSC006569,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC006570,2,18,"[18, 19]"
RSC006577,1,18,[18]
RSC006581,6,18,"[18, 19, 20, 22, 23, 24]"
RSC006583,5,18,"[18, 19, 20, 21, 22]"
RSC006586,7,18,"[18, 19, 20, 21, 22, 23, 24]"
RSC006587,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006590,2,19,"[19, 21]"
RSC006591,2,18,"[18, 19]"
RSC006598,1,23,[23]
RSC006599,1,18,[18]
RSC006604,2,19,"[19, 20]"
RSC006605,1,18,[18]
RSC006613,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006614,1,18,[18]
RSC006625,3,21,"[21, 23, 24]"
RSC006632,1,18,[18]
RSC006634,1,18,[18]
RSC006635,3,18,"[18, 20, 21]"
RSC006637,5,18,"[18, 19, 20, 21, 22]"
RSC006639,4,22,"[22, 23, 24, 25]"
RSC006640,6,18,"[18, 19, 20, 21, 22, 23]"
RSC006642,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006643,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006649,3,18,"[18, 19, 23]"
RSC006650,3,18,"[18, 19, 23]"
RSC006651,2,18,"[18, 19]"
RSC006654,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006655,2,18,"[18, 19]"
RSC006657,2,18,"[18, 19]"
RSC006658,4,18,"[18, 19, 20, 21]"
RSC006659,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006660,2,18,"[18, 19]"
RSC006661,4,18,"[18, 21, 22, 23]"
RSC006664,6,18,"[18, 19, 20, 21, 22, 23]"
RSC006666,1,23,[23]
RSC006667,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006668,7,18,"[18, 19, 20, 21, 22, 23, 24]"
